,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,gross
1385,Color,Steve Pink,265.0,101.0,38.0,318.0,Collette Wolfe,496.0,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,139184,1272,Crystal Lowe,8.0,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,243.0,English,USA,R,36000000.0,2010.0,390.0,6.4,1.85,12000,50213619.0
2199,Color,Barry Levinson,111.0,115.0,272.0,1000.0,Tina Fey,49000.0,Comedy|Drama|Romance|Thriller,Robin Williams,Man of the Year ,28005,52571,Amy Poehler,1.0,campaign|election|president|presidential election|satire,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,20000000.0,2006.0,2000.0,6.2,2.35,0,37442180.0
521,Color,Pierre Coffin,306.0,98.0,275.0,1000.0,Miranda Cosgrove,7000.0,Animation|Comedy|Family|Sci-Fi,Steve Carell,Despicable Me 2 ,286877,11905,Steve Coogan,0.0,dating|minion|overprotective father|undercover spy|woman agent,http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1,284.0,English,USA,PG,76000000.0,2013.0,2000.0,7.5,1.85,56000,368049635.0
4403,Color,Newt Arnold,61.0,92.0,15.0,49.0,Donald Gibb,633.0,Action|Biography|Drama|Sport,Bolo Yeung,Bloodsport ,57578,1168,Ken Siu,1.0,hand to hand combat|hong kong|kumite|martial arts|tournament,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,210.0,English,USA,R,1100000.0,1988.0,403.0,6.8,1.85,0,11806119.0
954,Color,Peter Hewitt,116.0,80.0,12.0,58.0,Mark Christopher Lawrence,13000.0,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield ,58961,13430,Michael Monks,0.0,cat|dog|first part|lasagna|veterinarian,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,232.0,English,USA,PG,35000000.0,2004.0,258.0,5.0,1.85,795,75367693.0
1551,Color,John Whitesell,88.0,113.0,14.0,534.0,Tony Curran,918.0,Action|Comedy|Crime,Brandon T. Jackson,"Big Mommas: Like Father, Like Son ",19671,3500,Portia Doubleday,2.0,fbi agent|murder|performing arts school|scene during end credits|undercover,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,47.0,English,USA,PG-13,32000000.0,2011.0,845.0,4.4,2.35,0,37911876.0
1221,Color,Burr Steers,191.0,102.0,23.0,651.0,Hunter Parrish,2000.0,Comedy|Drama|Family|Fantasy|Romance,Matthew Perry,17 Again ,146899,7009,Thomas Lennon,1.0,adult as child|father son relationship|high school student|janitor|school,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,2009.0,2000.0,6.4,2.35,0,64149837.0
2403,Color,Jay Roach,129.0,68.0,116.0,481.0,Charles Napier,8000.0,Comedy|Crime,Will Ferrell,Austin Powers: International Man of Mystery ,183425,10557,Robert Wagner,2.0,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,425.0,English,USA,PG-13,17000000.0,1997.0,503.0,7.0,2.35,0,53868030.0
2713,Color,Tina Gordon Chism,43.0,95.0,24.0,426.0,S. Epatha Merkerson,931.0,Comedy|Romance,Tyler James Williams,Peeples ,4065,3322,Diahann Carroll,6.0,african american,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33.0,English,USA,PG-13,15000000.0,2013.0,539.0,5.3,2.35,0,9123834.0
576,Color,Frank Darabont,128.0,152.0,0.0,745.0,Hal Holbrook,940.0,Drama|Romance,Martin Landau,The Majestic ,45031,4310,Jeffrey DeMunn,1.0,amnesia|california|communist|small town|writer,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,376.0,English,USA,PG,72000000.0,2001.0,826.0,6.9,1.85,0,27796042.0
1575,Color,Sydney Pollack,66.0,161.0,521.0,184.0,Michael Gough,11000.0,Biography|Drama|Romance,Meryl Streep,Out of Africa ,52339,12518,Michael Kitchen,0.0,africa|hunter|love|marriage|plantation,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,200.0,English,USA,PG,31000000.0,1985.0,920.0,7.2,1.85,0,87100000.0
4896,Color,Doug Liman,77.0,96.0,218.0,31.0,Alex Désert,4000.0,Comedy|Drama,Jon Favreau,Swingers ,63951,4230,Blake Lindsley,0.0,actor|black panties|cult film|friend|upskirt,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,252.0,English,USA,R,200000.0,1996.0,135.0,7.4,1.85,0,4505922.0
2589,Color,Amy Heckerling,54.0,92.0,143.0,613.0,Justin Kirk,1000.0,Comedy|Horror|Romance,Taylor Negron,Vamps ,7444,3086,Ivan Sergei,2.0,murder|new york city|one word title|vampire|vampire slayer,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42.0,English,USA,PG-13,16000000.0,2012.0,945.0,5.1,1.78,0,2964.0
3434,Color,Bruce Beresford,61.0,99.0,78.0,325.0,Jessica Tandy,11000.0,Comedy|Drama|Family,Morgan Freeman,Driving Miss Daisy ,72324,12619,Patti LuPone,1.0,1950s|african american|jewish|old age|widow,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,134.0,English,USA,PG,7500000.0,1989.0,509.0,7.4,1.85,3000,106593296.0
3716, Black and White,Christopher Nolan,274.0,113.0,22000.0,379.0,Thomas Lennon,716.0,Mystery|Thriller,Callum Rennie,Memento ,845580,1997,Jorja Fox,0.0,flashback|memory|murder|short term memory|telephone,http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1,2067.0,English,USA,R,9000000.0,2000.0,651.0,8.5,2.35,40000,25530884.0
3589,Color,Harold Ramis,71.0,98.0,11000.0,484.0,Rodney Dangerfield,13000.0,Comedy|Sport,Bill Murray,Caddyshack ,81599,14921,Brian Doyle-Murray,3.0,caddy|country club|golf course|gopher|nudity,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,250.0,English,USA,R,6000000.0,1980.0,573.0,7.4,1.85,0,39800000.0
2391,Color,Nicholas Stoller,351.0,97.0,89.0,329.0,Carla Gallo,920.0,Comedy,Craig Roberts,Neighbors ,216581,2771,Ike Barinholtz,3.0,broken leg|friendship|jewish|topless female nudity|urination,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,397.0,English,USA,R,18000000.0,2014.0,798.0,6.4,2.35,21000,150056505.0
1170,Color,Andrew Niccol,168.0,122.0,487.0,16.0,Jeremy Crutchley,12000.0,Crime|Drama|Thriller,Nicolas Cage,Lord of War ,248123,12076,Jared Burke,2.0,1980s|arms dealer|immorality|ukrainian|warlord,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,437.0,English,USA,R,50000000.0,2005.0,43.0,7.6,2.35,10000,24127895.0
3199,Color,Jason Zada,185.0,93.0,4.0,4.0,Stephanie Vogt,533.0,Horror|Mystery|Thriller,Eoin Macken,The Forest ,20837,578,Gen Seto,1.0,forest|japan|suicide|suicide forest|supernatural,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,127.0,English,USA,PG-13,10000000.0,2016.0,35.0,4.8,1.85,10000,26583369.0
518,Color,Des McAnuff,49.0,92.0,5.0,924.0,Janeane Garofalo,22000.0,Adventure|Animation|Comedy|Family|Fantasy,Robert De Niro,The Adventures of Rocky & Bullwinkle ,16611,28050,Jonathan Winters,0.0,deforestation|fbi|lighthouse|moose|squirrel,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,197.0,English,USA,PG,76000000.0,2000.0,1000.0,4.1,1.85,413,26000610.0
2357,Color,Jake Kasdan,286.0,97.0,52.0,384.0,John Michael Higgins,3000.0,Comedy,Justin Timberlake,Bad Teacher ,160418,5547,Phyllis Smith,0.0,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,296.0,English,USA,R,20000000.0,2011.0,957.0,5.7,1.85,16000,100292856.0
1949,Color,Sylvain White,213.0,97.0,41.0,619.0,Jason Patric,11000.0,Action|Crime|Drama|Mystery|Thriller,Chris Evans,The Losers ,74691,12841,Óscar Jaenada,1.0,hacking|hijacking|martial arts|revenge|special forces,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165.0,English,USA,PG-13,25000000.0,2010.0,673.0,6.4,2.35,0,23527955.0
813,Color,Stephen Herek,56.0,114.0,65.0,440.0,Morgan Fairchild,743.0,Comedy|Drama,Kelly Preston,Holy Man ,16260,2367,Eric McCormack,1.0,1990s|evangelist|professional rivalry|swimming pool|televangelist,http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1,88.0,English,USA,PG,60000000.0,1998.0,730.0,4.9,2.35,296,12065985.0
907,Color,F. Gary Gray,216.0,118.0,473.0,963.0,Leslie Bibb,18000.0,Crime|Drama|Thriller,Gerard Butler,Law Abiding Citizen ,217480,22517,Michael Kelly,0.0,attorney|deal|district attorney|investigation|justice,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,429.0,English,USA,R,50000000.0,2009.0,1000.0,7.4,2.35,21000,73343413.0
2489,Color,Luke Greenfield,129.0,104.0,42.0,613.0,Damon Wayans Jr.,839.0,Comedy,Rob Riggle,Let's Be Cops ,106820,3627,James D'Arcy,1.0,friendship between men|impersonating a police officer|mobster|party|police officer,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,147.0,English,USA,R,17000000.0,2014.0,756.0,6.5,1.85,14000,82389560.0
3674,Color,Terry Zwigoff,122.0,111.0,72.0,722.0,Steve Buscemi,19000.0,Comedy|Drama,Scarlett Johansson,Ghost World ,96129,34106,T.J. Thyne,0.0,art class|diner|friend|graduation|high school,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,488.0,English,USA,R,7000000.0,2001.0,12000.0,7.4,1.85,5000,6200756.0
3501,Color,Martin Scorsese,114.0,164.0,17000.0,159.0,Barbara Hershey,883.0,Drama,Irvin Kershner,The Last Temptation of Christ ,39680,1934,Roberts Blossom,0.0,carpenter|exorcism|faith|reference to jesus christ|temptation,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,308.0,English,USA,R,7000000.0,1988.0,618.0,7.6,1.85,0,8373585.0
1478,Color,Taylor Hackford,224.0,118.0,138.0,458.0,Clifton Collins Jr.,26000.0,Action|Crime|Romance|Thriller,Jason Statham,Parker ,90046,28479,Wendell Pierce,0.0,action hero|disguise|hospital|real estate agent|thief,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141.0,English,USA,R,35000000.0,2013.0,968.0,6.2,2.35,17000,17609982.0
21,Color,Marc Webb,599.0,153.0,464.0,963.0,Andrew Garfield,15000.0,Action|Adventure|Fantasy,Emma Stone,The Amazing Spider-Man ,451803,28489,Chris Zylka,0.0,lizard|outcast|spider|spider man|teenager,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,1225.0,English,USA,PG-13,230000000.0,2012.0,10000.0,7.0,2.35,56000,262030663.0
1988,Color,Craig R. Baxley,27.0,88.0,22.0,120.0,Sam McMurray,174.0,Action|Crime|Drama|Thriller,Brian Bosworth,Stone Cold ,4972,583,Richard Gant,1.0,biker|biker gang|fbi|mississippi|undercover,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,62.0,English,USA,R,17000000.0,1991.0,132.0,5.9,1.85,0,9286314.0
1472,Color,Craig Mazin,121.0,82.0,82.0,418.0,Tracy Morgan,1000.0,Action|Comedy|Sci-Fi|Thriller,Drake Bell,Superhero Movie ,52052,3266,Marion Ross,6.0,dragonfly|hero|high school|soaking wet|supervillian origin,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,173.0,English,USA,PG-13,35000000.0,2008.0,642.0,4.5,1.85,0,25871834.0
2960,Color,Ernest R. Dickerson,66.0,92.0,226.0,580.0,Jada Pinkett Smith,1000.0,Action|Fantasy|Horror|Thriller,CCH Pounder,Tales from the Crypt: Demon Knight ,16646,3931,Gary Farmer,1.0,blood|blood of christ|demon|key|loud sex,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,104.0,English,USA,R,13000000.0,1995.0,851.0,6.7,1.85,0,21088568.0
4599,Color,Craig Mazin,29.0,82.0,82.0,490.0,James Gunn,2000.0,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,The Specials ,1938,3905,Jamie Kennedy,0.0,action figure|press conference|superhero|superhero team|toy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,54.0,English,USA,R,1000000.0,2000.0,571.0,6.0,1.85,210,12996.0
1645,Color,Antoine Fuqua,305.0,124.0,845.0,424.0,50 Cent,15000.0,Drama|Sport,Jake Gyllenhaal,Southpaw ,147128,16881,Oona Laurence,0.0,boxer|boxing training|death of wife|male in shower|rage,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,277.0,English,USA,R,30000000.0,2015.0,1000.0,7.5,2.35,44000,52418902.0
2655,Color,Nicholas Hytner,65.0,111.0,13.0,106.0,Tim Daly,818.0,Comedy|Drama|Romance,Liam Aiken,The Object of My Affection ,15582,1450,Kali Rocha,0.0,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132.0,English,USA,R,15000000.0,1998.0,511.0,6.0,1.85,849,29106737.0
3128,Color,Francis Ford Coppola,60.0,114.0,0.0,699.0,William Smith,10000.0,Crime|Drama,Tom Cruise,The Outsiders ,57363,12097,Tom Waits,0.0,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308.0,English,USA,PG-13,10000000.0,1983.0,919.0,7.2,2.35,10000,25600000.0
1511,Color,Wes Ball,297.0,113.0,47.0,129.0,Aml Ameen,988.0,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,The Maze Runner ,310903,1783,Jacob Latimore,0.0,based on novel|concrete wall|maze|open ended|teenage boy,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,524.0,English,USA,PG-13,34000000.0,2014.0,149.0,6.8,2.35,38000,102413606.0
4172,Color,Frank Sebastiano,20.0,86.0,3.0,327.0,Laurie Metcalf,833.0,Comedy|Sport,Joe Lo Truglio,Beer League ,6930,2753,Seymour Cassel,2.0,baseball|baseball movie|beer|slacker|softball,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1,53.0,English,USA,R,2800000.0,2006.0,549.0,6.0,,323,475000.0
721,Color,Steve Carr,81.0,92.0,41.0,522.0,Lisa Edelstein,1000.0,Comedy|Family,Anjelica Huston,Daddy Day Care ,49486,4050,Jeff Garlin,1.0,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,116.0,English,USA,PG,60000000.0,2003.0,955.0,5.5,1.85,886,104148781.0
2376,Color,Brian Percival,252.0,131.0,33.0,326.0,Sophie Nélisse,876.0,Drama|War,Emily Watson,The Book Thief ,98741,1985,Roger Allam,1.0,basement|book|girl|library|track,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,19000000.0,2013.0,526.0,7.6,2.35,53000,21483154.0
2901,Color,Michael Winterbottom,225.0,109.0,187.0,204.0,Ned Beatty,818.0,Crime|Drama|Thriller,Liam Aiken,The Killer Inside Me ,28483,1813,Jay R. Ferguson,0.0,deputy|murder|revenge|sheriff|texas,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176.0,English,USA,R,13000000.0,2010.0,467.0,6.1,2.35,0,214966.0
488,Color,Tim Burton,132.0,106.0,13000.0,733.0,Martin Short,20000.0,Action|Comedy|Sci-Fi,Natalie Portman,Mars Attacks! ,172217,22590,Lukas Haas,3.0,alien|general|martian|president|weapon,http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,405.0,English,USA,PG-13,70000000.0,1996.0,770.0,6.3,2.35,0,37754208.0
4857,Color,Miguel Arteta,59.0,96.0,44.0,129.0,Mike White,625.0,Comedy|Drama,Lupe Ontiveros,Chuck & Buck ,4662,1378,Chris Weitz,0.0,best friend|bisexuality|friend|gay kiss|sexuality,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,136.0,English,USA,R,250000.0,2000.0,487.0,6.6,1.85,170,1050600.0
2484,Color,Matt Dillon,38.0,116.0,0.0,50.0,Shawn Andrews,109.0,Crime|Drama|Thriller,Kirk Fox,City of Ghosts ,4387,245,Rob Campbell,0.0,bag over head|buddhist temple|loss of friend|male bonding|nightclub,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,67.0,English,USA,R,17500000.0,2002.0,67.0,6.0,1.85,204,325491.0
1096,Color,Albert Hughes,208.0,122.0,117.0,140.0,Jason Flemyng,40000.0,Horror|Mystery|Thriller,Johnny Depp,From Hell ,124765,41636,Ian Richardson,1.0,freemason|jack the ripper|opium|prostitute|victorian era,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541.0,English,USA,R,35000000.0,2001.0,1000.0,6.8,2.35,0,31598308.0
681,Color,Taylor Hackford,134.0,135.0,138.0,184.0,Alun Armstrong,324.0,Action|Drama|Thriller,Pamela Reed,Proof of Life ,49300,1013,Michael Kitchen,1.0,jungle|pipeline|prisoner|ransom|south america,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,265.0,English,USA,R,65000000.0,2000.0,192.0,6.2,2.35,892,32598931.0
1495,Color,Peter Hewitt,63.0,83.0,12.0,690.0,Rip Torn,2000.0,Action|Adventure|Family|Sci-Fi,Kevin Zegers,Zoom ,15015,5022,Thomas F. Wilson,5.0,bruise|female hero|super strength|superhero|teenage superhero,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,113.0,English,USA,PG,35000000.0,2006.0,826.0,4.2,1.85,494,11631245.0
4038,Color,Eric Styles,16.0,92.0,4.0,405.0,Rupert Graves,631.0,Drama|Romance,Samantha Morton,Dreaming of Joseph Lees ,704,2020,Miriam Margolyes,0.0,love crime|love triangle|lust|sister sister relationship|unrequited love,http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1,18.0,English,USA,R,2000000.0,1999.0,443.0,6.4,,100,7680.0
4239,Color,Larry Clark,76.0,115.0,184.0,551.0,Nick Stahl,730.0,Biography|Crime|Drama,Kelli Garner,Bully ,29424,3293,Brad Renfro,0.0,cruelty|friend|male frontal nudity|male nudity|pubic hair,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,336.0,English,USA,R,,2001.0,648.0,7.0,1.85,0,510092.0
87,Color,Mike Mitchell,226.0,93.0,31.0,213.0,Kathy Griffin,4000.0,Adventure|Animation|Comedy|Family|Fantasy,Jon Hamm,Shrek Forever After ,138661,4628,Mary Kay Place,2.0,alternate world|fairy tale parody|female warrior|ogre|true love,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173.0,English,USA,PG,165000000.0,2010.0,225.0,6.4,2.35,0,238371987.0
223,Color,Ang Lee,552.0,127.0,0.0,341.0,Rafe Spall,774.0,Adventure|Drama|Fantasy,Suraj Sharma,Life of Pi ,440084,2121,Tabu,0.0,animal|faith|india|journey|tiger,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,755.0,English,USA,PG,120000000.0,2012.0,358.0,8.0,1.85,122000,124976634.0
1626,Color,Gary Winick,119.0,98.0,56.0,533.0,Judy Greer,3000.0,Comedy|Fantasy|Romance,Jennifer Garner,13 Going on 30 ,122187,6742,Christa B. Allen,1.0,13 year old|13th birthday|30 year old|wish|year 1987,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,339.0,English,USA,PG-13,37000000.0,2004.0,2000.0,6.1,1.85,0,56044241.0
3089,Color,Gus Van Sant,161.0,126.0,835.0,893.0,Matt Damon,49000.0,Drama,Robin Williams,Good Will Hunting ,604904,63710,Minnie Driver,2.0,friend|genius|janitor|loss of wife|professor,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,682.0,English,USA,R,10000000.0,1997.0,13000.0,8.3,1.85,31000,138339411.0
1202,Color,Etan Cohen,173.0,107.0,164.0,723.0,Alison Brie,8000.0,Comedy|Crime,Will Ferrell,Get Hard ,85629,12556,Craig T. Nelson,2.0,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,144.0,English,USA,R,40000000.0,2015.0,2000.0,6.0,1.85,14000,90353764.0
1797,Color,Nick Cassavetes,148.0,109.0,415.0,228.0,Sofia Vassilieva,673.0,Drama,Jason Patric,My Sister's Keeper ,74476,1775,Jeffrey Markle,2.0,hospital|leukemia|oncology|sick child|terminal illness,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,30000000.0,2009.0,489.0,7.4,2.35,15000,49185998.0
4677,Color,Colin Trevorrow,271.0,86.0,365.0,522.0,Mark Duplass,934.0,Comedy|Drama|Romance,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,2714,Jeff Garlin,0.0,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,260.0,English,USA,R,750000.0,2012.0,830.0,7.0,2.35,31000,4007792.0
2105,Color,Michael Bay,257.0,136.0,0.0,3000.0,Steve Buscemi,19000.0,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,263336,34838,Djimon Hounsou,1.0,clone|environment|escape|island|lottery,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899.0,English,USA,PG-13,126000000.0,2005.0,12000.0,6.9,2.35,0,35799026.0
1,Color,Gore Verbinski,302.0,169.0,563.0,1000.0,Orlando Bloom,40000.0,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: At World's End ,471220,48350,Jack Davenport,0.0,goddess|marriage ceremony|marriage proposal|pirate|singapore,http://www.imdb.com/title/tt0449088/?ref_=fn_tt_tt_1,1238.0,English,USA,PG-13,300000000.0,2007.0,5000.0,7.1,2.35,0,309404152.0
746,Color,Tony Scott,171.0,146.0,12000.0,451.0,Radha Mitchell,18000.0,Action|Crime|Drama|Thriller,Denzel Washington,Man on Fire ,266310,20454,Giancarlo Giannini,2.0,bodyguard|journalist|kidnapping|mexico|police corruption,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,690.0,English,USA,R,70000000.0,2004.0,992.0,7.7,2.35,14000,77862546.0
438,Color,Brian De Palma,154.0,110.0,0.0,898.0,Kristin Scott Thomas,10000.0,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible ,300542,12760,Vanessa Redgrave,0.0,disguise|mission|spy|stealing|traitor,http://www.imdb.com/title/tt0117060/?ref_=fn_tt_tt_1,378.0,English,USA,PG-13,80000000.0,1996.0,1000.0,7.1,2.35,0,180965237.0
4561,Color,Courtney Hunt,181.0,97.0,33.0,229.0,Michael O'Keefe,496.0,Crime|Drama,Charlie McDermott,Frozen River ,21746,994,Misty Upham,1.0,border|mohawk|money|new york|river,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93.0,English,USA,R,1000000.0,2008.0,238.0,7.2,1.85,0,2508841.0
3583,Color,Michael Moore,288.0,122.0,909.0,282.0,Stevie Wonder,503.0,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11 ,113152,1448,Ricky Martin,0.0,anti war|interview|iraq|paranoia|war on terrorism,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,1416.0,English,USA,R,6000000.0,2004.0,328.0,7.5,1.85,0,119078393.0
2677,Color,Derek Cianfrance,417.0,140.0,310.0,619.0,Ben Mendelsohn,33000.0,Crime|Drama|Thriller,Ryan Gosling,The Place Beyond the Pines ,187170,34413,Angelo Anthony Pizza,3.0,bank|carnival|motorcycle|police|rookie cop,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,376.0,English,USA,R,15000000.0,2012.0,748.0,7.3,2.35,47000,21383298.0
3581,Color,Randal Kleiser,124.0,110.0,116.0,898.0,Stockard Channing,1000.0,Musical|Romance,Olivia Newton-John,Grease ,170027,5127,Sid Caesar,2.0,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,350.0,English,USA,PG-13,6000000.0,1978.0,944.0,7.2,2.35,13000,181360000.0
883,Color,Ron Maxwell,84.0,280.0,33.0,67.0,Bruce Boxleitner,789.0,Drama|History|War,Billy Campbell,Gods and Generals ,13215,1671,John Castle,0.0,confederacy|hero|prequel|stonewall jackson|war hero,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,497.0,English,USA,PG-13,56000000.0,2003.0,640.0,6.3,2.35,953,12870569.0
4046,Color,John Landis,94.0,109.0,644.0,559.0,Karen Allen,1000.0,Comedy,John Belushi,Animal House ,90177,3468,Tim Matheson,6.0,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,257.0,English,USA,R,3000000.0,1978.0,783.0,7.6,1.85,0,141600000.0
749,Color,Brian Levant,81.0,94.0,32.0,626.0,Harvey Korman,854.0,Comedy|Family,Jim Belushi,Jingle All the Way ,68406,4530,Jake Lloyd,1.0,action figure|christmas|hero|karate|toy,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,162.0,English,USA,PG,60000000.0,1996.0,628.0,5.4,1.85,0,60573641.0
